,tweet_id,favorites,retweet_count
947,750026558547456000,2525,717
948,750011400160841729,3000,819
949,749996283729883136,2826,754
950,749981277374128128,4772,2272
951,749774190421639168,4348,1205
952,749417653287129088,5668,1508
953,749403093750648834,2434,490
954,749395845976588288,7946,3144
955,749317047558017024,5087,2040
956,749075273010798592,5357,1879
957,749064354620928000,4490,1403
958,749036806121881602,2877,728
959,748977405889503236,10002,3124
960,748932637671223296,5398,2053
961,748705597323898880,2581,875
962,748699167502000129,4402,1453
963,748692773788876800,3942,1224
964,748575535303884801,5624,1803
965,748568946752774144,2042,606
966,748346686624440324,4846,1119
967,748337862848962560,7052,3724
968,748324050481647620,3449,689
969,748307329658011649,3437,653
970,748220828303695873,13112,7088
971,747963614829678593,5372,1951
972,747933425676525569,6163,2348
973,747885874273214464,2713,878
974,747844099428986880,2622,674
975,747816857231626240,4491,1053
976,747651430853525504,1271,143
977,747648653817413632,11945,5308
978,747600769478692864,2165,520
979,747594051852075008,3418,946
980,747512671126323200,5119,1470
981,747461612269887489,3583,939
982,747439450712596480,5028,1749
983,747242308580548608,0,2620
984,747219827526344708,4882,1433
985,747204161125646336,3119,828
986,747103485104099331,8869,3615
987,746906459439529985,2714,269
988,746872823977771008,5561,1935
989,746818907684614144,4940,1592
990,746790600704425984,4515,1456
991,746757706116112384,8824,3547
992,746726898085036033,5626,1634
993,746542875601690625,4682,1742
994,746521445350707200,0,898
995,746507379341139972,4339,989
996,746369468511756288,5753,1482
997,746131877086527488,6380,1994
998,746056683365994496,3318,739
999,745789745784041472,3663,963
1000,745712589599014916,6490,2120
1001,745433870967832576,6529,2302
1002,745422732645535745,7933,2190
1003,745314880350101504,6599,2474
1004,745074613265149952,7256,3177
1005,745057283344719872,6738,2050
1006,744995568523612160,2737,566
1007,744971049620602880,7293,2436
1008,744709971296780288,5213,1432
1009,744334592493166593,6327,1925
1010,744234799360020481,144419,70438
1011,744223424764059648,1532,324
1012,743980027717509120,3888,1000
1013,743895849529389061,3398,875
1014,743835915802583040,0,1862
1015,743609206067040256,4153,1268
1016,743595368194129920,16916,5944
1017,743545585370791937,3271,859
1018,743510151680958465,7406,3412
1019,743253157753532416,3925,1117
1020,743222593470234624,5721,1728
1021,743210557239623680,3553,1232
1022,742534281772302336,6548,3272
1023,742528092657332225,4094,1790
1024,742465774154047488,6739,3590
1025,742423170473463808,9074,3411
1026,742385895052087300,6277,1774
1027,742161199639494656,3990,1242
1028,742150209887731712,4707,1396
1029,741793263812808706,4211,1382
1030,741743634094141440,7537,2489
1031,741438259667034112,3411,744
1032,741303864243200000,8111,2910
1033,741099773336379392,9211,5008
1034,741067306818797568,8841,2806
1035,740995100998766593,5816,2462
1036,740711788199743490,3143,859
1037,740699697422163968,2646,706
1038,740676976021798912,16800,6194
1039,740373189193256964,32499,12098
1040,740365076218183684,2247,385
1041,740359016048689152,3046,794
1042,740214038584557568,6175,1780
1043,739979191639244800,18467,5370
1044,739932936087216128,3749,985
1045,739844404073074688,3520,785
1046,739623569819336705,3494,1236
1047,739606147276148736,4979,1491
1048,739544079319588864,36410,19209
1049,739485634323156992,6593,2635
1050,739238157791694849,106923,52701
1051,738891149612572673,89,6
1052,738885046782832640,3497,1042
1053,738883359779196928,3039,720
1054,738537504001953792,4697,1392
1055,738402415918125056,3004,737
1056,738184450748633089,3964,1104
1057,738166403467907072,8059,3032
1058,738156290900254721,2281,584
1059,737826014890496000,4827,1601
1060,737800304142471168,9248,3162
1061,737678689543020544,4623,1195
1062,737445876994609152,9427,4044
1063,737322739594330112,3316,730
1064,737310737551491075,13505,6739
1065,736736130620620800,3870,1538
1066,736392552031657984,16307,6634
1067,736365877722001409,3659,1111
1068,736225175608430592,7477,2539
1069,736010884653420544,7236,2696
1070,735991953473572864,3294,1033
1071,735648611367784448,3722,1008
1072,735635087207878657,5652,2138
1073,735274964362878976,12020,4535
1074,735256018284875776,3056,801
1075,735137028879360001,2873,879
1076,734912297295085568,2541,471
1077,734787690684657664,11546,5747
1078,734776360183431168,2316,487
1079,734559631394082816,1374,353
1080,733828123016450049,3302,714
1081,733822306246479872,3383,923
1082,733482008106668032,2876,852
1083,733460102733135873,3868,1135
1084,733109485275860992,49289,15472
1085,732732193018155009,2225,481
1086,732726085725589504,3289,795
1087,732585889486888962,3353,711
1088,732375214819057664,7420,2278
1089,732005617171337216,13676,4865
1090,731285275100512256,3217,899
1091,731156023742988288,3544,1140
1092,730924654643314689,5631,1781
1093,730573383004487680,4455,1908
1094,730427201120833536,3198,936
1095,730211855403241472,3485,956
1096,730196704625098752,4437,1701
1097,729854734790754305,3713,1014
1098,729838605770891264,1601,338
1099,729823566028484608,3649,1123
1100,729463711119904772,5312,2086
1101,729113531270991872,1737,287
1102,728986383096946689,2881,737
1103,728760639972315136,4285,1537
1104,728751179681943552,2540,614
1105,728653952833728512,3059,946
1106,728409960103686147,4495,1821
1107,728387165835677696,3421,875
1108,728046963732717569,3931,1082
1109,728035342121635841,4159,1507
1110,728015554473250816,3783,990
1111,727685679342333952,2720,573
1112,727644517743104000,5383,1584
1113,727524757080539137,4104,1081
1114,727314416056803329,3061,670
1115,727286334147182592,2822,743
1116,727175381690781696,3588,1240
1117,727155742655025152,3322,1198
1118,726935089318363137,6293,2200
1119,726887082820554753,3527,1367
1120,726828223124897792,3303,914
1121,726224900189511680,4074,1042
1122,725842289046749185,6518,2411
1123,725786712245440512,3845,1242
1124,725729321944506368,4793,1605
1125,725458796924002305,1300,555
1126,724983749226668032,3438,1166
1127,724771698126512129,2152,567
1128,724405726123311104,4867,1509
1129,724049859469295616,3975,1617
1130,724046343203856385,2452,512
1131,724004602748780546,3829,1389
1132,723912936180330496,3586,1124
1133,723688335806480385,7036,2638
1134,723673163800948736,2785,813
1135,723179728551723008,4860,1688
1136,722974582966214656,3762,1431
1137,722613351520608256,4586,1492
1138,721503162398597120,4222,1644
1139,721001180231503872,2342,551
1140,720785406564900865,2859,698
1141,720775346191278080,2252,564
1142,720415127506415616,3785,1358
1143,720389942216527872,5864,2261
1144,720340705894408192,2618,873
1145,720059472081784833,3550,1017
1146,720043174954147842,4568,1814
1147,719991154352222208,4477,1591
1148,719704490224398336,4172,1293
1149,719551379208073216,4644,1708
1150,719367763014393856,2600,686
1151,719339463458033665,4097,1118
1152,719332531645071360,3179,856
1153,718971898235854848,3206,985
1154,718939241951195136,4801,1581
1155,718631497683582976,17320,7216
1156,718613305783398402,2251,427
1157,718540630683709445,2243,920
1158,718460005985447936,2502,474
1159,718454725339934721,4505,1376
1160,718246886998687744,1760,446
1161,718234618122661888,3562,911
1162,717841801130979328,2271,542
1163,717790033953034240,2633,985
1164,717537687239008257,5307,1658
1165,717428917016076293,1475,406
1166,717421804990701568,2887,756
1167,717047459982213120,5797,1734
1168,717009362452090881,2976,867
1169,716802964044845056,3962,1048
1170,716791146589110272,7743,1457
1171,716730379797970944,1131,396
1172,716447146686459905,11984,5305
1173,716439118184652801,2193,189
1174,716285507865542656,2557,964
1175,716080869887381504,6243,1705
1176,715928423106027520,2928,794
1177,715758151270801409,3414,1284
1178,715733265223708672,4280,1526
1179,715704790270025728,2554,512
1180,715696743237730304,3609,1164
1181,715680795826982913,3965,1442
1182,715360349751484417,5035,1409
1183,715342466308784130,2792,622
1184,715220193576927233,2207,587
1185,715200624753819648,4747,1682
1186,715009755312439296,3815,1104
1187,714982300363173890,3427,931
1188,714962719905021952,6746,3833
1189,714957620017307648,3811,1277
1190,714631576617938945,3013,897
1191,714606013974974464,3341,829
1192,714485234495041536,2451,1007
1193,714258258790387713,2817,667
1194,714251586676113411,3023,758
1195,714214115368108032,2111,797
1196,714141408463036416,4000,1278
1197,713919462244790272,3040,720
1198,713909862279876608,1747,484
1199,713900603437621249,2617,661
1200,713761197720473600,4459,1239
1201,713411074226274305,4093,1184
1202,713177543487135744,6644,2587
1203,713175907180089344,4085,1329
1204,712809025985978368,17533,6076
1205,712717840512598017,11308,4504
1206,712668654853337088,3819,1097
1207,712438159032893441,4902,1416
1208,712309440758808576,222,24
1209,712097430750289920,3453,932
1210,712092745624633345,2710,812
1211,712085617388212225,3014,434
1212,712065007010385924,2074,568
1213,711998809858043904,0,121
1214,711968124745228288,7406,2091
1215,711743778164514816,2615,906
1216,711732680602345472,8064,3690
1217,711694788429553666,30242,16599
1218,711652651650457602,3548,819
1219,711363825979756544,3323,1017
1220,711306686208872448,3047,678
1221,711008018775851008,2742,559
1222,710997087345876993,4216,1260
1223,710844581445812225,2350,610
1224,710833117892898816,2466,476
1225,710658690886586372,2138,512
1226,710609963652087808,4427,2154
1227,710588934686908417,4172,1697
1228,710296729921429505,2199,669
1229,710283270106132480,1995,480
1230,710272297844797440,4147,1139
1231,710269109699739648,2196,1013
1232,710153181850935296,2681,808
1233,710140971284037632,2516,800
1234,710117014656950272,5027,1781
1235,709918798883774466,3222,993
1236,709901256215666688,609,92
1237,709852847387627521,3234,1089
1238,709566166965075968,3252,1072
1239,709556954897764353,3022,973
1240,709519240576036864,1385,219
1241,709449600415961088,2022,517
1242,709409458133323776,2424,617
1243,709225125749587968,2204,520
1244,709207347839836162,11412,5172
1245,709198395643068416,2264,589
1246,709179584944730112,1851,608
1247,709158332880297985,1875,366
1248,709042156699303936,4330,1477
1249,708853462201716736,1666,592
1250,708845821941387268,2738,802
1251,708834316713893888,1550,449
1252,708810915978854401,15219,6247
1253,708738143638450176,2538,739
1254,708711088997666817,2334,638
1255,708479650088034305,2338,617
1256,708469915515297792,2850,729
1257,708400866336894977,14667,9054
1258,708356463048204288,3306,1199
1259,708349470027751425,2185,676
1260,708149363256774660,3988,1412
1261,708130923141795840,3098,784
1262,708119489313951744,2478,896
1263,708109389455101952,1800,501
1264,708026248782585858,4066,1749
1265,707995814724026368,2865,1013
1266,707983188426153984,45,2
1267,707969809498152960,2483,867
1268,707776935007539200,3007,872
1269,707741517457260545,2289,555
1270,707738799544082433,3731,2199
1271,707693576495472641,3123,915
1272,707629649552134146,2353,783
1273,707610948723478529,15585,5714
1274,707420581654872064,2070,632
1275,707411934438625280,2112,543
1276,707387676719185920,3217,1147
1277,707377100785885184,3008,974
1278,707315916783140866,2284,578
1279,707297311098011648,2578,709
1280,707059547140169728,2399,619
1281,707038192327901184,2015,716
1282,707021089608753152,3728,1221
1283,707014260413456384,2113,539
1284,706904523814649856,13420,7108
1285,706901761596989440,1883,522
1286,706681918348251136,3025,890
1287,706644897839910912,2344,982
1288,706593038911545345,1982,581
1289,706538006853918722,3188,1287
1290,706516534877929472,2874,929
1291,706346369204748288,3168,842
1292,706310011488698368,19514,7125
1293,706291001778950144,1565,435
1294,706265994973601792,2517,848
1295,706169069255446529,3581,2001
1296,706166467411222528,4718,1447
1297,706153300320784384,1357,343
1298,705975130514706432,2861,662
1299,705970349788291072,2922,795
1300,705898680587526145,2181,494
1301,705786532653883392,1792,466
1302,705591895322394625,2910,1027
1303,705475953783398401,2741,825
1304,705442520700944385,4065,1459
1305,705428427625635840,3508,1517
1306,705239209544720384,2772,677
1307,705223444686888960,2376,712
1308,705102439679201280,1961,473
1309,705066031337840642,2013,556
1310,704871453724954624,3959,1014
1311,704859558691414016,2069,476
1312,704847917308362754,4695,1365
1313,704819833553219584,2447,894
1314,704761120771465216,6126,2620
1315,704499785726889984,2655,902
1316,704491224099647488,689,71
1317,704480331685040129,3150,979
1318,704364645503647744,7329,3226
1319,704347321748819968,1445,313
1320,704134088924532736,1384,412
1321,704113298707505153,1714,520
1322,704054845121142784,2691,841
1323,703774238772166656,1705,404
1324,703769065844768768,3013,1022
1325,703631701117943808,2361,600
1326,703611486317502464,3542,1380
1327,703425003149250560,3499,1220
1328,703407252292673536,2255,623
1329,703382836347330562,3221,1026
1330,703356393781329922,1765,345
1331,703268521220972544,1827,494
1332,703079050210877440,6808,2799
1333,703041949650034688,24315,11298
1334,702932127499816960,2370,651
1335,702899151802126337,1481,411
1336,702684942141153280,2980,964
1337,702671118226825216,2021,508
1338,702598099714314240,11316,3130
1339,702539513671897089,2642,865
1340,702332542343577600,2930,1386
1341,702321140488925184,3027,948
1342,702276748847800320,2279,694
1343,702217446468493312,4389,1222
1344,701981390485725185,3157,888
1345,701952816642965504,3538,928
1346,701889187134500865,3242,1254
1347,701805642395348998,3118,1505
1348,701601587219795968,1926,416
1349,701570477911896070,2575,839
1350,701545186879471618,2448,549
1351,701214700881756160,11261,4631
1352,700890391244103680,2039,510
1353,700864154249383937,2396,556
1354,700847567345688576,2269,449
1355,700796979434098688,2255,857
1356,700747788515020802,21005,8422
1357,700518061187723268,2390,721
1358,700505138482569216,2104,521
1359,700462010979500032,3782,1624
1360,700167517596164096,2428,654
1361,700151421916807169,2054,608
1362,700143752053182464,6914,2430
1363,700062718104104960,2446,611
1364,700029284593901568,1913,529
1365,700002074055016451,3030,1198
1366,699801817392291840,2773,849
1367,699788877217865730,2060,469
1368,699779630832685056,2502,1108
1369,699775878809702401,1807,538
1370,699691744225525762,9449,4153
1371,699446877801091073,5507,2398
1372,699434518667751424,2029,466
1373,699423671849451520,1252,288
1374,699413908797464576,1931,569
1375,699370870310113280,1750,391
1376,699323444782047232,2897,783
1377,699088579889332224,2085,563
1378,699079609774645248,2259,571
1379,699072405256409088,2717,1076
1380,699060279947165696,3424,1619
1381,699036661657767936,2400,1088
1382,698989035503689728,3075,876
1383,698953797952008193,2482,827
1384,698907974262222848,2339,553
1385,698710712454139905,2266,616
1386,698703483621523456,1324,335
1387,698635131305795584,1198,312
1388,698549713696649216,2150,559
1389,698355670425473025,1703,395
1390,698342080612007937,2073,870
1391,698262614669991936,4397,1796
1392,698195409219559425,15505,5441
1393,698178924120031232,2588,674
1394,697995514407682048,1411,305
1395,697990423684476929,3015,1168
1396,697943111201378304,2198,614
1397,697881462549430272,2779,1054
1398,697630435728322560,1597,497
1399,697616773278015490,2889,921
1400,697596423848730625,2771,1133
1401,697575480820686848,1882,453
1402,697516214579523584,1878,993
1403,697482927769255936,2233,599
1404,697463031882764288,3164,1268
1405,697270446429966336,4343,1714
1406,697259378236399616,3041,901
1407,697255105972801536,2847,1053
1408,697242256848379904,2325,616
1409,696900204696625153,2915,937
1410,696894894812565505,2167,615
1411,696886256886657024,4441,1629
1412,696877980375769088,2259,638
1413,696754882863349760,1371,328
1414,696744641916489729,1892,834
1415,696713835009417216,2176,584
1416,696518437233913856,3633,1564
1417,696490539101908992,1136,127
1418,696488710901260288,2306,926
1419,696405997980676096,2925,1051
1420,696100768806522880,1775,584
1421,695816827381944320,2757,1053
1422,695794761660297217,2915,707
1423,695767669421768709,1709,665
1424,695629776980148225,4200,1892
1425,695446424020918272,4086,1651
1426,695409464418041856,7984,3239
1427,695314793360662529,3336,1297
1428,695095422348574720,2454,550
1429,695074328191332352,2609,993
1430,695064344191721472,1477,528
1431,695051054296211456,2431,716
1432,694925794720792577,2494,817
1433,694905863685980160,2534,834
1434,694669722378485760,32992,13061
1435,694356675654983680,1386,251
1436,694352839993344000,1880,540
1437,694342028726001664,1460,432
1438,694329668942569472,1819,449
1439,694206574471057408,3814,1852
1440,694183373896572928,2705,842
1441,694001791655137281,3137,924
1442,693993230313091072,1732,358
1443,693942351086120961,1621,328
1444,693647888581312512,2475,517
1445,693644216740769793,1265,115
1446,693642232151285760,2348,376
1447,693629975228977152,2260,719
1448,693622659251335168,1418,337
1449,693590843962331137,4656,1778
1450,693582294167244802,1517,223
1451,693486665285931008,1626,566
1452,693280720173801472,3085,1122
1453,693267061318012928,2199,731
1454,693262851218264065,2044,452
1455,693231807727280129,2652,671
1456,693155686491000832,7262,2891
1457,693109034023534592,1563,549
1458,693095443459342336,1701,404
1459,692919143163629568,2497,696
1460,692905862751522816,2235,790
1461,692901601640583168,1616,537
1462,692894228850999298,2084,715
1463,692828166163931137,2656,795
1464,692752401762250755,6277,3295
1465,692568918515392513,4031,1392
1466,692535307825213440,2904,1232
1467,692530551048294401,1700,368
1468,692423280028966913,1365,198
1469,692417313023332352,8646,3134
1470,692187005137076224,2332,744
1471,692158366030913536,1971,718
1472,692142790915014657,1508,354
1473,692041934689402880,3117,1130
1474,692017291282812928,2670,870
1475,691820333922455552,3652,1490
1476,691793053716221953,7481,3824
1477,691756958957883396,2598,885
1478,691675652215414786,1796,460
1479,691483041324204033,2199,500
1480,691459709405118465,3726,1021
1481,691444869282295808,2435,751
1482,691416866452082688,17825,6909
1483,691321916024623104,2384,599
1484,691096613310316544,2758,792
1485,691090071332753408,1606,305
1486,690989312272396288,5448,2612
1487,690959652130045952,3312,1112
1488,690938899477221376,3769,1748
1489,690932576555528194,3027,906
1490,690735892932222976,3497,1150
1491,690728923253055490,1998,465
1492,690690673629138944,2150,746
1493,690649993829576704,1199,248
1494,690607260360429569,279,14
1495,690597161306841088,1784,546
1496,690400367696297985,1742,406
1497,690374419777196032,2968,760
1498,690360449368465409,2445,792
1499,690348396616552449,1370,461
1500,690248561355657216,1539,370
1501,690021994562220032,2579,922
1502,690015576308211712,2301,659
1503,690005060500217858,3382,1534
1504,689999384604450816,1304,329
1505,689993469801164801,1349,406
1506,689977555533848577,1265,409
1507,689905486972461056,2255,623
1508,689877686181715968,2796,1044
1509,689835978131935233,2016,688
1510,689661964914655233,2992,850
1511,689659372465688576,9522,3470
1512,689623661272240129,2039,580
1513,689599056876867584,10751,5015
1514,689557536375177216,1899,404
1515,689517482558820352,3123,1296
1516,689289219123089408,2067,846
1517,689283819090870273,3019,1004
1518,689280876073582592,1823,638
1519,689275259254616065,1052,225
1520,689255633275777024,2349,973
1521,689154315265683456,2857,897
1522,689143371370250240,1865,454
1523,688916208532455424,2495,772
1524,688908934925697024,1941,708
1525,688898160958271489,1921,710
1526,688894073864884227,2059,620
1527,688828561667567616,1276,321
1528,688804835492233216,886,170
1529,688789766343622656,2052,604
1530,688547210804498433,2398,627
1531,688519176466644993,2149,657
1532,688385280030670848,8537,4076
1533,688211956440801280,2077,751
1534,688179443353796608,1977,527
1535,688116655151435777,2610,697
1536,688064179421470721,1595,323
1537,687841446767013888,5012,2249
1538,687826841265172480,2518,1009
1539,687818504314159109,2280,862
1540,687807801670897665,2198,657
1541,687732144991551489,1616,595
1542,687704180304273409,2241,764
1543,687664829264453632,1804,470
1544,687494652870668288,1757,527
1545,687480748861947905,1472,221
1546,687476254459715584,1826,481
1547,687460506001633280,1907,491
1548,687399393394311168,1747,551
1549,687317306314240000,18630,8335
1550,687312378585812992,4003,1726
1551,687127927494963200,4967,2049
1552,687124485711986689,2022,461
1553,687109925361856513,5353,2227
1554,687102708889812993,2168,870
1555,687096057537363968,2077,551
1556,686947101016735744,7978,2899
1557,686760001961103360,3239,1256
1558,686749460672679938,3199,1316
1559,686730991906516992,3801,1088
1560,686683045143953408,2607,730
1561,686618349602762752,3409,1237
1562,686606069955735556,1750,490
1563,686394059078897668,1592,631
1564,686386521809772549,3007,791
1565,686377065986265092,2046,514
1566,686358356425093120,1994,599
1567,686286779679375361,3713,1521
1568,686050296934563840,2064,665
1569,686035780142297088,1061,104
1570,686034024800862208,2840,1037
1571,686007916130873345,2277,364
1572,686003207160610816,1678,563
1573,685973236358713344,1936,477
1574,685943807276412928,1498,534
1575,685906723014619143,6891,2584
1576,685681090388975616,1884,110
1577,685667379192414208,2179,508
1578,685663452032069632,2971,1331
1579,685641971164143616,2690,695
1580,685547936038666240,30337,14096
1581,685532292383666176,2803,1045
1582,685325112850124800,8670,3579
1583,685321586178670592,2439,578
1584,685315239903100929,3027,944
1585,685307451701334016,1923,395
1586,685268753634967552,2834,1072
1587,685198997565345792,2139,588
1588,685169283572338688,3777,1274
1589,684969860808454144,2215,326
1590,684959798585110529,6288,2808
1591,684940049151070208,2963,944
1592,684926975086034944,3217,417
1593,684914660081053696,3217,1320
1594,684902183876321280,1717,463
1595,684880619965411328,1920,724
1596,684830982659280897,32323,19644
1597,684800227459624960,2513,902
1598,684594889858887680,8170,3164
1599,684588130326986752,3806,1275
1600,684567543613382656,2758,1101
1601,684538444857667585,2436,855
1602,684481074559381504,3564,1069
1603,684460069371654144,1813,503
1604,684241637099323392,7473,2946
1605,684225744407494656,1142,183
1606,684222868335505415,3511,1240
1607,684200372118904832,1983,945
1608,684195085588783105,1761,456
1609,684188786104872960,3220,1047
1610,684177701129875456,1864,592
1611,684147889187209216,2740,1368
1612,684122891630342144,1862,425
1613,684097758874210310,3782,1297
1614,683857920510050305,3513,1020
1615,683852578183077888,1792,315
1616,683849932751646720,2411,851
1617,683834909291606017,2411,1019
1618,683828599284170753,2584,971
1619,683773439333797890,3070,1218
1620,683742671509258241,5971,2996
1621,683515932363329536,6779,2610
1622,683498322573824003,2928,872
1623,683481228088049664,2444,902
1624,683462770029932544,2240,620
1625,683449695444799489,3576,1456
1626,683391852557561860,7041,2174
1627,683357973142474752,2665,822
1628,683142553609318400,2641,933
1629,683111407806746624,3142,816
1630,683098815881154561,1995,588
1631,683078886620553216,1855,517
1632,683030066213818368,1995,667
1633,682962037429899265,33720,14847
1634,682808988178739200,1625,154
1635,682788441537560576,2280,1016
1636,682750546109968385,1401,398
1637,682697186228989953,1213,333
1638,682662431982772225,2811,987
1639,682638830361513985,1903,534
1640,682429480204398592,3177,1044
1641,682406705142087680,6954,1584
1642,682393905736888321,2067,595
1643,682389078323662849,1538,423
1644,682303737705140231,2815,883
1645,682259524040966145,3803,1078
1646,682242692827447297,2964,1036
1647,682088079302213632,16756,8858
1648,682059653698686977,4533,1526
1649,682047327939461121,2949,847
1650,682032003584274432,6049,1789
1651,682003177596559360,2859,1365
1652,681981167097122816,2594,919
1653,681891461017812993,2267,744
1654,681694085539872773,11795,3681
1655,681679526984871937,1628,399
1656,681654059175129088,2414,819
1657,681610798867845120,1726,416
1658,681579835668455424,3247,1175
1659,681523177663676416,13156,5195
1660,681340665377193984,1516,246
1661,681339448655802368,8548,3694
1662,681320187870711809,2403,671
1663,681302363064414209,3595,1619
1664,681297372102656000,2953,853
1665,681281657291280384,2961,993
1666,681261549936340994,1333,235
1667,681242418453299201,1355,469
1668,681231109724700672,2237,437
1669,681193455364796417,3409,1333
1670,680970795137544192,2209,583
1671,680959110691590145,4212,1818
1672,680940246314430465,2921,935
1673,680934982542561280,1913,391
1674,680913438424612864,2208,562
1675,680889648562991104,1611,323
1676,680836378243002368,3182,1183
1677,680805554198020098,1974,607
1678,680801747103793152,2185,739
1679,680798457301471234,2601,937
1680,680609293079592961,2409,624
1681,680583894916304897,3299,1186
1682,680497766108381184,3884,1729
1683,680494726643068929,1573,438
1684,680473011644985345,2344,669
1685,680440374763077632,1322,440
1686,680221482581123072,1357,260
1687,680206703334408192,2584,1043
1688,680191257256136705,1976,441
1689,680176173301628928,3555,1392
1690,680161097740095489,2136,669
1691,680145970311643136,3310,1557
1692,680130881361686529,2112,854
1693,680115823365742593,2494,822
1694,680100725817409536,3301,1246
1695,680085611152338944,11722,8126
1696,680070545539371008,2382,772
1697,679877062409191424,1792,575
1698,679872969355714560,2009,596
1699,679862121895714818,2245,554
1700,679854723806179328,2611,1099
1701,679844490799091713,2186,687
1702,679828447187857408,33089,12550
1703,679777920601223168,2855,995
1704,679736210798047232,1910,714
1705,679729593985699840,1989,747
1706,679722016581222400,1536,425
1707,679530280114372609,4363,1880
1708,679527802031484928,2421,650
1709,679511351870550016,3068,1143
1710,679503373272485890,2908,1333
1711,679475951516934144,1921,578
1712,679462823135686656,29336,16954
1713,679405845277462528,2157,1073
1714,679158373988876288,19385,7220
1715,679148763231985668,2551,921
1716,679132435750195208,2698,1035
1717,679111216690831360,5417,2308
1718,679062614270468097,15456,7188
1719,679047485189439488,2055,585
1720,679001094530465792,2593,1093
1721,678991772295516161,2063,1015
1722,678969228704284672,1499,408
1723,678800283649069056,2353,817
1724,678798276842360832,3160,1027
1725,678774928607469569,2571,819
1726,678767140346941444,3219,1222
1727,678764513869611008,1479,413
1728,678755239630127104,6468,2921
1729,678740035362037760,3392,1485
1730,678708137298427904,5115,2181
1731,678675843183484930,2598,1317
1732,678643457146150913,1877,359
1733,678446151570427904,3651,1372
1734,678424312106393600,4991,2268
1735,678410210315247616,3819,1608
1736,678399652199309312,73289,28485
1737,678396796259975168,1454,373
1738,678389028614488064,1711,380
1739,678380236862578688,2236,822
1740,678341075375947776,1573,472
1741,678334497360859136,1180,223
1742,678278586130948096,10400,5481
1743,678255464182861824,1446,326
1744,678023323247357953,1739,340
1745,678021115718029313,12347,5612
1746,677961670166224897,3134,1522
1747,677918531514703872,1216,364
1748,677895101218201600,4387,1839
1749,677716515794329600,2784,875
1750,677700003327029250,3111,1286
1751,677698403548192770,1118,286
1752,677687604918272002,2254,754
1753,677673981332312066,3031,1346
1754,677662372920729601,1773,841
1755,677644091929329666,1708,725
1756,677573743309385728,1936,599
1757,677565715327688705,1188,410
1758,677557565589463040,2216,1014
1759,677547928504967168,6308,3287
1760,677530072887205888,966,204
1761,677335745548390400,2755,1546
1762,677334615166730240,1224,251
1763,677331501395156992,986,208
1764,677328882937298944,3329,1342
1765,677314812125323265,1497,471
1766,677301033169788928,1111,354
1767,677269281705472000,1795,636
1768,677228873407442944,3205,1463
1769,677187300187611136,2481,810
1770,676975532580409345,2522,948
1771,676957860086095872,2023,719
1772,676949632774234114,1185,348
1773,676948236477857792,1957,772
1774,676946864479084545,1576,326
1775,676942428000112642,1870,665
1776,676936541936185344,11607,4421
1777,676916996760600576,2689,1611
1778,676897532954456065,2052,649
1779,676864501615042560,1886,623
1780,676821958043033607,20672,13739
1781,676819651066732545,1653,602
1782,676811746707918848,1303,379
1783,676776431406465024,4519,1802
1784,676617503762681856,2612,853
1785,676613908052996102,984,176
1786,676606785097199616,1720,386
1787,676603393314578432,1039,339
1788,676593408224403456,4129,1886
1789,676590572941893632,840,110
1790,676588346097852417,2080,698
1791,676582956622721024,1077,251
1792,676575501977128964,2328,986
1793,676533798876651520,1698,488
1794,676496375194980353,1373,471
1795,676470639084101634,10558,4169
1796,676440007570247681,1562,588
1797,676430933382295552,1264,302
1798,676263575653122048,1892,483
1799,676237365392908289,1090,250
1800,676219687039057920,70768,27681
1801,676215927814406144,1573,516
1802,676191832485810177,2053,916
1803,676146341966438401,1751,585
1804,676121918416756736,1962,1025
1805,676101918813499392,2580,1048
1806,676098748976615425,2678,1246
1807,676089483918516224,1183,390
1808,675898130735476737,1445,506
1809,675891555769696257,1922,763
1810,675888385639251968,2115,838
1811,675878199931371520,3780,1237
1812,675870721063669760,1465,497
1813,675853064436391936,2418,1132
1814,675849018447167488,864,123
1815,675845657354215424,2045,776
1816,675822767435051008,1385,474
1817,675820929667219457,956,206
1818,675798442703122432,9297,3039
1819,675781562965868544,1453,418
1820,675740360753160193,1058,295
1821,675710890956750848,1686,717
1822,675707330206547968,1785,597
1823,675706639471788032,583,85
1824,675534494439489536,1663,361
1825,675531475945709568,1066,329
1826,675522403582218240,939,249
1827,675517828909424640,1149,407
1828,675501075957489664,15522,5208
1829,675497103322386432,2818,1130
1830,675489971617296384,1149,526
1831,675483430902214656,1662,853
1832,675432746517426176,1360,501
1833,675372240448454658,1526,452
1834,675362609739206656,941,192
1835,675354435921575936,29430,14869
1836,675349384339542016,3527,1998
1837,675334060156301312,2484,1128
1838,675166823650848770,3166,1383
1839,675153376133427200,5586,2259
1840,675149409102012420,3351,1496
1841,675147105808306176,841,196
1842,675146535592706048,1052,255
1843,675145476954566656,1914,779
1844,675135153782571009,1164,411
1845,675113801096802304,1735,686
1846,675111688094527488,867,213
1847,675109292475830276,2518,996
1848,675047298674663426,931,275
1849,675015141583413248,2408,1034
1850,675006312288268288,875,200
1851,675003128568291329,1390,406
1852,674999807681908736,1991,952
1853,674805413498527744,760,316
1854,674800520222154752,2694,748
1855,674793399141146624,2219,950
1856,674790488185167872,984,217
1857,674788554665512960,720,181
1858,674781762103414784,1805,1043
